juno_address,cosmos_address,resp_amount,comment
juno18k0dp2n2qs7hckl98ypsw7ztw0zj9f89wvtlal,cosmos18k0dp2n2qs7hckl98ypsw7ztw0zj9f89c7gy6r,22,
juno18kclpv0efjcrhua7ns5d7u0du7fxa955d4utvj,cosmos18kclpv0efjcrhua7ns5d7u0du7fxa955m8lstw,1,
juno18km2q4dndvukf0pjluq5t2rxyrpje2juzes4n0,cosmos18km2q4dndvukf0pjluq5t2rxyrpje2ju5tnw5n,1,
juno18let4c8elvpy0s4myp3kngv6j0ppdhgf7vngmd,cosmos18let4c8elvpy0s4myp3kngv6j0ppdhgfg7snu3,17,
juno18mzjqryx9aw3svux73jduxzyqpnzyx8p5z3yzw,cosmos18mzjqryx9aw3svux73jduxzyqpnzyx8pzsjl9j,5,
juno18nehs58d48txh63nnjfjhqzrz62mnupttxc6uf,cosmos18nehs58d48txh63nnjfjhqzrz62mnupta5mpm4,11,
juno18nf84jgwkqypaplz45xyf3yegpu4vvhztm65z3,cosmos18nf84jgwkqypaplz45xyf3yegpu4vvhzafe09d,85,
juno18p7s5uydtz6jjdp5m8jh8sjkdxy5z0wm38hp5u,cosmos18p7s5uydtz6jjdp5m8jh8sjkdxy5z0wm8456nq,100,
juno18pz8ftfzptnnd4xthvg4pmy5xn9vkuweva86p0,cosmos18pz8ftfzptnnd4xthvg4pmy5xn9vkuwe60ypxn,1,
juno18q0y3049v0se3p08qmtlyjlgsg998vq3xh8dkx,cosmos18q0y3049v0se3p08qmtlyjlgsg998vq3s9yk36,12,
juno18q3pygv9jt0wlz8p4ds775xvwnu0yxuxzpq6pa,cosmos18q3pygv9jt0wlz8p4ds775xvwnu0yxux5nrpxp,2,
juno18quet884vgkat3yu00yz05ca9wknh2d0a4a4nj,cosmos18quet884vgkat3yu00yz05ca9wknh2d0t87w5w,2,
juno18qvnqulztcndav9fzew4gl5nkfc6ravdcvgznt,cosmos18qvnqulztcndav9fzew4gl5nkfc6ravdw7te5h,10,
juno18r5cxdqqdpfmlpvcev3yv3jhmnh2qhn8cqgmjanv4h8jk6th373q38xfl6,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,20,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno18r6yx893xpzpn0mdq3zh6uujyhwhws3cv0ncwr,cosmos18r6yx893xpzpn0mdq3zh6uujyhwhws3c6asrfl,4,
juno18ru2sffd4u2al42s3ns6kefhdkcput7v55mru8,cosmos18ru2sffd4u2al42s3ns6kefhdkcput7vzxccmm,4,
juno18sdews8g2caqfcgq9wx483kvr7t6vcsee7ff5w,cosmos18sdews8g2caqfcgq9wx483kvr7t6vcse0v2jnj,3,
juno18se5pwfvtq47jz65na6zcuwqkjjdxng6yzlzuf,cosmos18se5pwfvtq47jz65na6zcuwqkjjdxng6jsuem4,6,
juno18tdvyjjyv6gqm7wuzzl77jpdhq26y8pf7xcjnk,cosmos18tdvyjjyv6gqm7wuzzl77jpdhq26y8pfg5mf52,1,
juno18vuygvezgqlaczgzjlh4whek3egerfdgkqw3wz,cosmos18vuygvezgqlaczgzjlh4whek3egerfdgqjd2f7,1,
juno18vzuxx6djxrgejlvrc9vza4n93kgulhp8mxskt,cosmos18vzuxx6djxrgejlvrc9vza4n93kgulhp3f9t3h,10,
juno18wg80p26wzjwdggclux0mzeetdapfhjcpypldd,cosmos18wg80p26wzjwdggclux0mzeetdapfhjchkzy23,1,
juno18xt39w2lw7q0u39z26hj0z6ft3k3cg3vzqxxsp,cosmos18xt39w2lw7q0u39z26hj0z6ft3k3cg3v5j9aha,28,
juno18ywr8zc95akmaa7a5ylv5vr9wldzv6z88f5m49,cosmos18ywr8zc95akmaa7a5ylv5vr9wldzv6z83mhqje,44,
juno18z63wjpqkfw3s2ekv962shqeg55uqs7ey2y2gn,cosmos18z63wjpqkfw3s2ekv962shqeg55uqs7ejc8300,1,
juno1904h4pkdezcm7xcxrcum7cckr4wel3ka0f0r0z,cosmos1904h4pkdezcm7xcxrcum7cckr4wel3kaemvcg7,100,
juno190c56w0et3veq7u8enhf7a3zz6mnfapaqt9l5a,cosmos190c56w0et3veq7u8enhf7a3zz6mnfapakexynp,18,
juno1938sv8xjy233xtgxzrnktqdqa39xz4jqgekmzk,cosmos1938sv8xjy233xtgxzrnktqdqa39xz4jq7t4q92,9,
juno1943pxeyv9982p2zekjq344zu9l9q86ewmkh4sp,cosmos1943pxeyv9982p2zekjq344zu9l9q86ewdy5wha,1,
juno1955eyulfsa95j4ejevm6xz7cpeqnsmd3wspduu,cosmos1955eyulfsa95j4ejevm6xz7cpeqnsmd3czzkmq,3,
juno195x63zceqj9jylnp5luahe7lvh3fvukf9h52kq,cosmos195x63zceqj9jylnp5luahe7lvh3fvukfn9h33u,36,
juno19783t2qhzr64t420ekf03vwf5xtkc608mp0ca8,cosmos19783t2qhzr64t420ekf03vwf5xtkc608dnvr6m,2,
juno197q3gxntvj3f9nfcvteth2vtpyueksxmn7l029,cosmos197q3gxntvj3f9nfcvteth2vtpyueksxm9vu5de,7,
juno198sh29hmxempfws4fylteyze2ejal0369sk5yp,cosmos198sh29hmxempfws4fylteyze2ejal036nz40ra,7,
juno198yjaygjrvng85ex885sjs4lxs0fe95afhqhmw,cosmos198yjaygjrvng85ex885sjs4lxs0fe95al9rvuj,2,
juno198znmy3hx08lyh43e5mm5qp253crxvvrd8ch6w,cosmos198znmy3hx08lyh43e5mm5qp253crxvvrm4mvaj,2,
juno199ny3upn5uahk6455sgudjn9anjq7m72uknrwsnegukvjyk5dqcsqwwvn8,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,20,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno19avq0e3kj6qxck2fdv66numexkh4cf37ve8ltx,cosmos19avq0e3kj6qxck2fdv66numexkh4cf376tyyv6,7,
juno19c02uqqpj9cqxpwepz7ndragqvh2x4t7s3ftxf,cosmos19c02uqqpj9cqxpwepz7ndragqvh2x4t7xr2sp4,17,
juno19cgvxl47q4wedgkks6dlqgf59ecgdcnrysqa50,cosmos19cgvxl47q4wedgkks6dlqgf59ecgdcnrjzrxnn,1,
juno19chpspny79al5vvedhfycepk6gen8l5d6hwan4,cosmos19chpspny79al5vvedhfycepk6gen8l5dv9dx5f,42,
juno19dt4u7gg78x45y2nm0uz80n8mt7ce93p7fw2tz,cosmos19dt4u7gg78x45y2nm0uz80n8mt7ce93pgmd3v7,7,
juno19dtzfnhzqhf4hhyzs5gh0n58qqhptnk5nrrp60,cosmos19dtzfnhzqhf4hhyzs5gh0n58qqhptnk593q6an,3,
juno19e3pyu53c0c65zcdnzhd4t680pnp3m3mxau2jp,cosmos19e3pyu53c0c65zcdnzhd4t680pnp3m3ms0l34a,100,
juno19fqg0thhwcpuj25u9ymvnqazglq20ng9k36eat,cosmos19fqg0thhwcpuj25u9ymvnqazglq20ng9qrez6h,3,
juno19fqystvm76da3xwpx7wlxa2lz9m7z6lyq7ds8l,cosmos19fqystvm76da3xwpx7wlxa2lz9m7z6lykvwtqr,50,
juno19gfwy3h3ywz27t668qptqu2rp050d3c96aysd0,cosmos19gfwy3h3ywz27t668qptqu2rp050d3c9v08t2n,4,
juno19gg96qvfdryff9624cc4hsnz53qn0v5cr4whrq,cosmos19gg96qvfdryff9624cc4hsnz53qn0v5c48dvyu,11,
juno19hy5d3ha8v8krsgu34angnephkfzvtg9g57v59,cosmos19hy5d3ha8v8krsgu34angnephkfzvtg97xahne,1,
juno19ky3gg6awu0ttfn9fn8jn0ktmndn3ltt5vwkty,cosmos19ky3gg6awu0ttfn9fn8jn0ktmndn3lttz7ddvc,1,
juno19l8dkgvc4xyplp5wty2fjnhlj8ct9d03pxu2ge,cosmos19l8dkgvc4xyplp5wty2fjnhlj8ct9d03h5l309,40,
juno19mk9lhs76a5h4s84qsfdjggt33xh7xz9emdxs8,cosmos19mk9lhs76a5h4s84qsfdjggt33xh7xz90fwahm,1,
juno19njxq737035uvpwlv9rstxakdkl80jev3txrkq,cosmos19njxq737035uvpwlv9rstxakdkl80jev8e9c3u,4,
juno19pe3atad5qpt5s5xfermvx0u2jtvj4mmjjyv9n,cosmos19pe3atad5qpt5s5xfermvx0u2jtvj4mmyq8hz0,1,
juno19phjn4wwdqdvqfvqnyw9er47zcajcuuyveypdz,cosmos19phjn4wwdqdvqfvqnyw9er47zcajcuuy6t8627,20,
juno19pkpgq2gq574qtl453d6ue5uu9c3pj3tgy23826yr3hmya07r8qqdp7nud,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,20,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno19qcdy8frqke6a3c3gscuwrpktujg3udej2u6jw,cosmos19qcdy8frqke6a3c3gscuwrpktujg3udeyclp4j,15,
juno19qypu6hpwpyqmd24xufq8zkua3fmrhapazuky9,cosmos19qypu6hpwpyqmd24xufq8zkua3fmrhaptsldre,107,
juno19ux3e6hl408nj5kwz3xz5k9wn43hpl03ya7zcl,cosmos19ux3e6hl408nj5kwz3xz5k9wn43hpl03j0aelr,3,
juno19vaq3luj6h8aaktpss8x7uuvcdg85s378txy8n,cosmos19vaq3luj6h8aaktpss8x7uuvcdg85s373e9lq0,1,
juno19vfm3jtlhwyjng59causplzk4w4unf7cd95mjl,cosmos19vfm3jtlhwyjng59causplzk4w4unf7cmhhq4r,1,
juno19x8cg7r2c3qxk84fjk594wl89tenw4zm0czd0zeayxvdtdckkqwq000teu,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,20,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno19xsw4r8j9tdr9nf3u87u5mtg7e6rlpvjrs5c22,cosmos19xsw4r8j9tdr9nf3u87u5mtg7e6rlpvj4zhrdk,1,
juno19ymugy3xr7eql5fq03r60e8vt9s58pdm9atktx,cosmos19ymugy3xr7eql5fq03r60e8vt9s58pdmn0gdv6,3,
juno19zs69yed2wrtk0ug2p8sy0xdua4zkp64q72cy9,cosmos19zs69yed2wrtk0ug2p8sy0xdua4zkp64kvfrre,9,
juno1a02ufg3wvft34vzqq23kk6ykf64ned6e6gapaa,cosmos1a02ufg3wvft34vzqq23kk6ykf64ned6ev6766p,19,
juno1a3858f250ve4t6rp9ef2svpr7sj20aaxkdhx4j,cosmos1a3858f250ve4t6rp9ef2svpr7sj20aaxql5ajw,15,
juno1a3tycze9r5dhev294lw8d4y2f95z06av2fpua5,cosmos1a3tycze9r5dhev294lw8d4y2f95z06avumz86g,2,
juno1a3ycl8p8guk0akdtmfvj9fuzsm5skr7pwxcj7e,cosmos1a3ycl8p8guk0akdtmfvj9fuzsm5skr7pc5mfe9,4,
juno1a4wlux94xq5qfrh3493hezu6zdjsjw0n75ye60,cosmos1a4wlux94xq5qfrh3493hezu6zdjsjw0ngx8zan,154,
juno1a54fyl0d8yhk8stw0fa95w2465senqjf9f77ww,cosmos1a54fyl0d8yhk8stw0fa95w2465senqjfnma9fj,7,
juno1a589352nyqpgjeu63r2ar5e7z3zxxtlq22c84r,cosmos1a589352nyqpgjeu63r2ar5e7z3zxxtlqucmujl,41,
juno1a5p8f5ypqqj6sf27yzm8j30m4gj89jge8c5ydn,cosmos1a5p8f5ypqqj6sf27yzm8j30m4gj89jge32hl20,40,
juno1a5x42hdh07t0tmky5h5nqfqj927kjn75cq377m,cosmos1a5x42hdh07t0tmky5h5nqfqj927kjn75wjj9e8,11,
juno1a67huktu9r8zerqg88njzfh6t3rvdg49tazxcd4e09lhhu47tf8swpqhxl,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,20,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1a6p46t9pd6f282gqe6edluyp7754y92rlgr8a4,cosmos1a6p46t9pd6f282gqe6edluyp7754y92rf6qu6f,3,
juno1a6uacfk8trsm56xy8789vzew8zyflxnulfj9kj,cosmos1a6uacfk8trsm56xy8789vzew8zyflxnufm373w,6,
juno1a78qftamn2c3arwpggwk23vru0ukcx55at75l6,cosmos1a78qftamn2c3arwpggwk23vru0ukcx55tea0cx,2,
juno1a7zgasrrnjaqnqgj74ma6mrqx96lfhtfag2ncq,cosmos1a7zgasrrnjaqnqgj74ma6mrqx96lfhtft6fglu,34,
juno1a92ftfjc6dxn4ryksectdspsr5dcm6y5jmt54l,cosmos1a92ftfjc6dxn4ryksectdspsr5dcm6y5yfg0jr,9,
juno1a92ypsqj9pv2gvm49cpr0flge0v9d30cl7dzyn,cosmos1a92ypsqj9pv2gvm49cpr0flge0v9d30cfvwer0,3,
juno1a95p6pfpjjhljxff886zfdtx77r3s8hqchcsvw,cosmos1a95p6pfpjjhljxff886zfdtx77r3s8hqw9mttj,19,
juno1a99zjp9esvheywlmq9s9v6setn49gdfl3pfv7h,cosmos1a99zjp9esvheywlmq9s9v6setn49gdfl8n2het,40,
juno1a9h9wjwpaxhuu9exfjfrky6rwzhtungd4c0vfu,cosmos1a9h9wjwpaxhuu9exfjfrky6rwzhtungdr2vhwq,35,
juno1a9u8yv5v0wu5atynlh33hm04l67y9e6x5gk3ea,cosmos1a9u8yv5v0wu5atynlh33hm04l67y9e6xz6427p,26,
juno1aa30ytscjq7q8vhx5nykhyaz0tkqaecmwgp2hl,cosmos1aa30ytscjq7q8vhx5nykhyaz0tkqaecmc6z3sr,20,
juno1aakg8cq30w03xn3gldaf9mh04sr6wume85mp52,cosmos1aakg8cq30w03xn3gldaf9mh04sr6wume3xc6nk,1,
juno1ac0765r050rjf3et0mzwkkk27w84gqww0q2x9v,cosmos1ac0765r050rjf3et0mzwkkk27w84gqwwejfazs,1,
juno1ack7w9dy87e3zw562nc9dz364r6gvamx9hnhjq,cosmos1ack7w9dy87e3zw562nc9dz364r6gvamxn9sv4u,1,
juno1ae284a8kf56hjsv46q38rah4kf0lvpak90sjz8,cosmos1ae284a8kf56hjsv46q38rah4kf0lvpaknanf9m,1,
juno1afa9tdz2w9qy2086dv47at3cxqexlk7g060cpk,cosmos1afa9tdz2w9qy2086dv47at3cxqexlk7gegvrx2,11,
juno1agv5xsuu73aj5k4ayz9mftnv3kdy07kfaa68g5,cosmos1agv5xsuu73aj5k4ayz9mftnv3kdy07kft0eu0g,8,
juno1aj00kya2e0nj6htjx4kfyq9fpe7leqg29g936x,cosmos1aj00kya2e0nj6htjx4kfyq9fpe7leqg2n6x2a6,1,
juno1ajn0znuu602268p0pecnlw2lww44tw76l03tsy,cosmos1ajn0znuu602268p0pecnlw2lww44tw76fajshc,1,
juno1ajpm3e98uy408eg0npx9j4875zxmxnkp2aanua,cosmos1ajpm3e98uy408eg0npx9j4875zxmxnkpu07gmp,9,
juno1ak38hc4r6evj3wyv2am8f0wjmva9pr8whlxdvj,cosmos1ak38hc4r6evj3wyv2am8f0wjmva9pr8wpd9ktw,100,
juno1akja8tt8de7q0wh4rjsyqkyfwrwnlyxphhcqld,cosmos1akja8tt8de7q0wh4rjsyqkyfwrwnlyxpp9mmc3,2,
juno1akw2sstr884c4z9pyrjyn5eamy6ypeglzf8cuf,cosmos1akw2sstr884c4z9pyrjyn5eamy6ypegl5myrm4,53,
juno1alkz3q7rttvyezeup0qvn0kks76r0fnquzsela,cosmos1alkz3q7rttvyezeup0qvn0kks76r0fnq2snzcp,4,
juno1alp0fn7w0pm7vdq0g8lemp2j6russx28fwhwn8,cosmos1alp0fn7w0pm7vdq0g8lemp2j6russx28lu545m,2,
juno1alsq07jgux5h9lsppkryagaq0pvu2a3amfucvk,cosmos1alsq07jgux5h9lsppkryagaq0pvu2a3admlrt2,14,
juno1alswna7ededqt9jfttxp46vfa2ctqkkddhf4mc,cosmos1alswna7ededqt9jfttxp46vfa2ctqkkdm92wuy,2,
juno1amkuaf2eae3mwr3g30smypg9897h7ch786qlm2,cosmos1amkuaf2eae3mwr3g30smypg9897h7ch73gryuk,4,
juno1anq05fh3n3arpg0ldgcvcj9whd5tgavlumx50q8fesa9p6xzqvesx5fe0d,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,5,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1ap0wsf2nyfkhht0ymqv6rmsm0ylj7vqh6v3h4m,cosmos1ap0wsf2nyfkhht0ymqv6rmsm0ylj7vqhv7jvj8,7,
juno1apapfjqxnfaftx08xl84hwf5lvnlcydksmzecs,cosmos1apapfjqxnfaftx08xl84hwf5lvnlcydkxfpzlv,2,
juno1apdz8hs3vmjka2fdvcmj2st3xp4ngxkrm30ls4,cosmos1apdz8hs3vmjka2fdvcmj2st3xp4ngxkrdrvyhf,14,
juno1appqhh35ma83jrweg7a02h93zcketap0l6zc6v,cosmos1appqhh35ma83jrweg7a02h93zcketap0fgpras,50,
juno1apsy0xc82a2q0mee922etkmzc753e29jckpeeu,cosmos1apsy0xc82a2q0mee922etkmzc753e29jwyzz7q,53,
juno1aqatrshrst67a80tamn8gg9d3ukhc6h82y552t,cosmos1aqatrshrst67a80tamn8gg9d3ukhc6h8ukh0dh,4,
juno1aqffst0qq3y9nw7jr5z3h2xp6ud6sjkxxchezc,cosmos1aqffst0qq3y9nw7jr5z3h2xp6ud6sjkxs25z9y,49,
juno1aqr9jwwlr487w0rqqwznnky49xz4c2jpaj5jd9,cosmos1aqr9jwwlr487w0rqqwznnky49xz4c2jptqhf2e,5,
juno1arnhwy03z6r6w7mzpwf64rq7d8r9ddfurcymq2,cosmos1arnhwy03z6r6w7mzpwf64rq7d8r9ddfu428q8k,1,
juno1at2aa07247avq2xuzeeswje5pxswr8a533f4hv,cosmos1at2aa07247avq2xuzeeswje5pxswr8a58r2wss,6,
juno1ate5nqvum46uk2k3ta27e7yr3fgskqll7k6272,cosmos1ate5nqvum46uk2k3ta27e7yr3fgskqllgye3ek,210,
juno1auflu7cjev7fhdr8p7nxmeg437g7adj5q0y2zw,cosmos1auflu7cjev7fhdr8p7nxmeg437g7adj5ka839j,50,
juno1aupne9nxl2yshj2wjxllkf5dkph3zqmmrsczfc,cosmos1aupne9nxl2yshj2wjxllkf5dkph3zqmm4zmewy,12,
juno1aw2vjxylkcpt4uc46dtj8pedma7wdt2kdr9a3n,cosmos1aw2vjxylkcpt4uc46dtj8pedma7wdt2km3xxk0,10,
juno1awav8afwjqy0f8uzcqek8pd0er7d9jgr2fuws5,cosmos1awav8afwjqy0f8uzcqek8pd0er7d9jgruml4hg,9,
juno1ax4fjuqn24r6tkr2kfkx76p4ht3pmt855aznhs,cosmos1ax4fjuqn24r6tkr2kfkx76p4ht3pmt85z0pgsv,9,
juno1ax7nplm3jegg4z5ayfjkamrfh4a4e8pwzy8sg8,cosmos1ax7nplm3jegg4z5ayfjkamrfh4a4e8pw5kyt0m,29,
juno1axzcdln69qetlhnecajrhjhl7w00x3p7l9hhlv,cosmos1axzcdln69qetlhnecajrhjhl7w00x3p7fh5vcs,2,
juno1ay5fam9wjgk0g3g97f7myq359zlngj250n6em7,cosmos1ay5fam9wjgk0g3g97f7myq359zlngj25epezuz,4,
juno1ay8shtapqrzt628s9wx30dv5cg7c3z3fgkgfgf,cosmos1ay8shtapqrzt628s9wx30dv5cg7c3z3f7ytj04,4,
juno1ayqnxutel7cm6tcxfr2c4gjfek45m68hpwc64c,cosmos1ayqnxutel7cm6tcxfr2c4gjfek45m68hhumpjy,20,
juno1az7hxsx92qs4yzr9hkq07pahrksjffus05edmq,cosmos1az7hxsx92qs4yzr9hkq07pahrksjffusex6kuu,35,
juno1azl8d4w3vmxe4pv80xw2fwyphzr23kqzlrx455,cosmos1azl8d4w3vmxe4pv80xw2fwyphzr23kqzf39wng,6,
juno1azvc3wmszj7nu9vaseu0u8s7v7w284adtu4fj2,cosmos1azvc3wmszj7nu9vaseu0u8s7v7w284adawkj4k,17,
juno1c08tg5mgqp5u4ynvm38ap3msz7hrgvuzc8wvcd,cosmos1c08tg5mgqp5u4ynvm38ap3msz7hrgvuzw4dhl3,25,
juno1c0k6p340st8egc7jcfndfm4jmly4na6c8f6zqj,cosmos1c0k6p340st8egc7jcfndfm4jmly4na6c3mee8w,175,
juno1c2w7sxnp423935c47zwv32rgmk2zmgt895q9zg,cosmos1c2w7sxnp423935c47zwv32rgmk2zmgt8nxr795,1,
juno1c347zr3z9ck7kwf9csxnn5vj5d06xcngy0v8v3,cosmos1c347zr3z9ck7kwf9csxnn5vj5d06xcngja0utd,1,
juno1c5utgrkv6u7j7auadnfg79un2n84pdnzjfyncq4nl96qh9ttmduq4a5tdq,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,20,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1c6fgjydf8nrtqdevt5jhmnm7706u9tqjxpyqmt,cosmos1c6fgjydf8nrtqdevt5jhmnm7706u9tqjsn8muh,1,
juno1c7sx08rdtyxdngdzdlqp64svkuqkhf0yqmg7hr,cosmos1c7sx08rdtyxdngdzdlqp64svkuqkhf0ykft9sl,1,
juno1c8zgj2j3alhyr9wxauyxmcdgnhmgdq5tlk645n,cosmos1c8zgj2j3alhyr9wxauyxmcdgnhmgdq5tfyewn0,40,
juno1c9gslmcxapu928h2v44mqzp5pujnun4qncx5gj,cosmos1c9gslmcxapu928h2v44mqzp5pujnun4q92900w,3,
juno1c9mkft0d3sdjm3us883270veuww7qe3y2wwckd,cosmos1c9mkft0d3sdjm3us883270veuww7qe3yuudr33,5,
juno1carne8vtgy5vfnzp8a0q0up20mtcsvhlq9tq20,cosmos1carne8vtgy5vfnzp8a0q0up20mtcsvhlkhgmdn,40,
juno1cdu9je4hm97yygcw89684sxptpsrrg7s7vngdk,cosmos1cdu9je4hm97yygcw89684sxptpsrrg7sg7sn22,3,
juno1ce99dwelwn0a4v650mpu32jmh5fkmqujdjm2nw,cosmos1ce99dwelwn0a4v650mpu32jmh5fkmqujmqc35j,16,
juno1cet6psyy2x68yt6ysa20a6euq6k5aznq5x54rq75n9dsksqt2mlqy5rk3v,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,15,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1cetar8lrmtgmsnq3earrs3nv2s7k9l0wwy8v4nj0cqaflnl67dzqghegv9,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,20,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1ceyprzn4y8n4lmm5zs3m9pgeejfmt72g9llvfu,cosmos1ceyprzn4y8n4lmm5zs3m9pgeejfmt72gnduhwq,9,
juno1cf0pknq5f5e4rrtc6sn8v3pyr5j0v8d3em2gas,cosmos1cf0pknq5f5e4rrtc6sn8v3pyr5j0v8d30ffn6v,6,
juno1cfyqn2a508l5yfl0ankzef88lra69e5rgnfwtr,cosmos1cfyqn2a508l5yfl0ankzef88lra69e5r7p24vl,2,
juno1cfyvxaxtv5chpujv6jtlg90rwrvvsfnwjnrh7f,cosmos1cfyvxaxtv5chpujv6jtlg90rwrvvsfnwypqve4,20,
juno1cg5p8qtl7xn7tjzm6dejqwl7l07udsxp00lh2n,cosmos1cg5p8qtl7xn7tjzm6dejqwl7l07udsxpeauvd0,142,
juno1cgnmt3ud9we7rfn5e3hnk7nkp0fu8rwm5jtkm9,cosmos1cgnmt3ud9we7rfn5e3hnk7nkp0fu8rwmzqgdue,40,
juno1ckmv0696a4urkh4u39qj5783z5vewamvsw9928,cosmos1ckmv0696a4urkh4u39qj5783z5vewamvxux7dm,8,
juno1cktf8zq329ez6t4p975wjcrydxvc9lmsnkc0an,cosmos1cktf8zq329ez6t4p975wjcrydxvc9lms9ym560,50,
juno1cm8028w796yytm2a3c7lppm3f783yqulg6mglg,cosmos1cm8028w796yytm2a3c7lppm3f783yqul7gcnc5,44,
juno1cmwcny0xqck79dmc4dwhqf25x9j4uyxmq9d9q3k0ruztdcer47qqqdak69,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,15,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1cn3jdmlzvzz82lfdzh42amuhcwpej0kpu6wgjp,cosmos1cn3jdmlzvzz82lfdzh42amuhcwpej0kp2gdn4a,1,
juno1cnaeqxgr860qsf9ksfv2nyn4cpfq9eslvqxpcx,cosmos1cnaeqxgr860qsf9ksfv2nyn4cpfq9esl6j96l6,6,
juno1cqn25gxfpz94njwwdfv0x4z297lendqwte9zah,cosmos1cqn25gxfpz94njwwdfv0x4z297lendqwatxe6t,5,
juno1cr608jpaytdqqsjklzsslhjjlsfanpv55s2xaq,cosmos1cr608jpaytdqqsjklzsslhjjlsfanpv5zzfa6u,19,
juno1crkd84lvay6uk7cuj6w3g9astvuar4a533n28u,cosmos1crkd84lvay6uk7cuj6w3g9astvuar4a58rs3qq,40,
juno1crxmn5wrecckctt8v5h9ur4yzhsl2hrpm5quap,cosmos1crxmn5wrecckctt8v5h9ur4yzhsl2hrpdxr86a,25,
juno1cryh8sjcjy6e2ykqpnym69f349a65ulh66xzlg,cosmos1cryh8sjcjy6e2ykqpnym69f349a65ulhvg9ec5,1,
juno1cs0ysv4l5rk6h3tayrza4x9lphk8dpjv9sj742,cosmos1cs0ysv4l5rk6h3tayrza4x9lphk8dpjvnz39jk,2,
juno1cs5ttlsg0qmxalcgpe0rw2m5003nkth38mr059,cosmos1cs5ttlsg0qmxalcgpe0rw2m5003nkth33fq5ne,21,
juno1csf3up94qheqz88fvvlwjl7vc5sdymarr25yc4,cosmos1csf3up94qheqz88fvvlwjl7vc5sdymar4chllf,11,
juno1ct2l8rd7ruyws94ucmflg5tpuluxf5rmqdff0m,cosmos1ct2l8rd7ruyws94ucmflg5tpuluxf5rmkl2jg8,2,
juno1ct2rwage4sjz02uma3cf38xkf5r5ec0jdshxk4,cosmos1ct2rwage4sjz02uma3cf38xkf5r5ec0jmz5a3f,6,
juno1ct5jdjxwcs2whefy4c4dpuc0t3vuv7ksk25jpp,cosmos1ct5jdjxwcs2whefy4c4dpuc0t3vuv7ksqchfxa,23,
juno1ctfnm229zp9g7mwgfm7cuyg2qycr2sn0de7923,cosmos1ctfnm229zp9g7mwgfm7cuyg2qycr2sn0mta7dd,2,
juno1ctj7n0wcmw44fpw6fsjezej55qq7svw0vf0wcd,cosmos1ctj7n0wcmw44fpw6fsjezej55qq7svw06mv4l3,53,
juno1cu95tq22xxncnnyl2q6hh40du0whl2xskf0e70,cosmos1cu95tq22xxncnnyl2q6hh40du0whl2xsqmvzen,34,
juno1cw0s8ux7g9vh4a9wrn0g48cu6w4p82zsp7e87t,cosmos1cw0s8ux7g9vh4a9wrn0g48cu6w4p82zshv6ueh,14,
juno1cw4tnr28z9vyk4gfc5xegz4alrg9nfg6n8xtsz,cosmos1cw4tnr28z9vyk4gfc5xegz4alrg9nfg6949sh7,1,
juno1cweq5cl6mx5ju8sseulp6knf5f8g7d820aeu50,cosmos1cweq5cl6mx5ju8sseulp6knf5f8g7d82e068nn,7,
juno1cwva7k3mfxuf6mklat58je65dela9hpv8tmncl,cosmos1cwva7k3mfxuf6mklat58je65dela9hpv3ecglr,1,
juno1cx068fj9xwc2nxv8ec37mkpay3g0umlswz25xt,cosmos1cx068fj9xwc2nxv8ec37mkpay3g0umlscsf0ph,22,
