juno_address,cosmos_address,resp_amount,comment
juno1hlg6pcc98ecwy440kda40mmfmsnsn783vxjwmu,cosmos1hlg6pcc98ecwy440kda40mmfmsnsn7836534uq,1,
juno1hlue5xyklt4jesyu820xgv90pr9rl4q072qz4h,cosmos1hlue5xyklt4jesyu820xgv90pr9rl4q0gcrejt,14,
juno1hlz876ypt8xhq7hl3qc9repjwlkr5p7ceraj2u,cosmos1hlz876ypt8xhq7hl3qc9repjwlkr5p7c037fdq,54,
juno1hm4k5y0ykmjlpm9j47uuedvrlml05mvx80jyw9,cosmos1hm4k5y0ykmjlpm9j47uuedvrlml05mvx3a3lfe,5,
juno1hmdjgtv3yq4qzyuk3ynyt42sjntma8hqgzwftk,cosmos1hmdjgtv3yq4qzyuk3ynyt42sjntma8hq7sdjv2,2,
juno1hmkdvfxhlfphkgenl9yasdkhd7q9jz58wvx7mh,cosmos1hmkdvfxhlfphkgenl9yasdkhd7q9jz58c799ut,4,
juno1hn58jnuqmklae0epv2t4a8kjhfr8nqecnukyl0,cosmos1hn58jnuqmklae0epv2t4a8kjhfr8nqec9w4lcn,1,
juno1hnepcy09ppj2nxf0c08zqnlgntum550z33v79z,cosmos1hnepcy09ppj2nxf0c08zqnlgntum550z8r09z7,1,
juno1hnlympt3q5pcc0rz56cucgwvfl55wkzc6zm9q2,cosmos1hnlympt3q5pcc0rz56cucgwvfl55wkzcvsc78k,2,
juno1hp8f24q6kmpyezqmnjfpd8uqg577zfgwkfrhu8,cosmos1hp8f24q6kmpyezqmnjfpd8uqg577zfgwqmqvmm,1,
juno1hqnvs2yq90a5u06nhpkut7r3hh4g6f7us9ul2y,cosmos1hqnvs2yq90a5u06nhpkut7r3hh4g6f7uxhlydc,1,
juno1hqvgvm764x0nlamlahpe7rju53wnnkn6jujpfu,cosmos1hqvgvm764x0nlamlahpe7rju53wnnkn6yw36wq,14,
juno1hr7tz3qvyhlpghtyfxdlwrfkw5zcjkxnslvyda,cosmos1hr7tz3qvyhlpghtyfxdlwrfkw5zcjkxnxd0l2p,46,
juno1hsnv76wmlxu78kxfdhg85fzry9uvaunqze4w9y,cosmos1hsnv76wmlxu78kxfdhg85fzry9uvaunq5tk4zc,3,
juno1hsst3mt5k5pnhztfx0sxa76up6mja3k54mmep2,cosmos1hsst3mt5k5pnhztfx0sxa76up6mja3k5rfczxk,341,
juno1hsv4x6wfmhcc9wsj3p7c3vndz8h5ytzyh9fru9,cosmos1hsv4x6wfmhcc9wsj3p7c3vndz8h5ytzyph2cme,2,
juno1hu27mxk99arrw8qzuax0y5k5x9p4s3x7706wdg,cosmos1hu27mxk99arrw8qzuax0y5k5x9p4s3x7gae425,1,
juno1huuc4vv543tup3zfy7vwmjeql5409mqhss9mj0,cosmos1huuc4vv543tup3zfy7vwmjeql5409mqhxzxq4n,2,
juno1hv4rlv94dwwsj3z7l6muye6ndmup0htaq598q0,cosmos1hv4rlv94dwwsj3z7l6muye6ndmup0htakxxu8n,11,
juno1hvp3q00ypzrurd46h7c7c3hu86tx9uf8jxqehu,cosmos1hvp3q00ypzrurd46h7c7c3hu86tx9uf8y5rzsq,11,
juno1hwlpzyvpa2pk6k36kut5wepq8gpnmty5td2qj6,cosmos1hwlpzyvpa2pk6k36kut5wepq8gpnmty5alfm4x,3,
juno1hx6zzvxxkyguea5992uulj9vqnp0uc57kmlxc5,cosmos1hx6zzvxxkyguea5992uulj9vqnp0uc57qfualg,40,
juno1hy4s6pku897sq4s52mwd2wegvgd0llesvrrz52,cosmos1hy4s6pku897sq4s52mwd2wegvgd0lles63qenk,2,
juno1hyjhy0tp6geral2g9vj9nyteglf8t5q4lf7ggf,cosmos1hyjhy0tp6geral2g9vj9nyteglf8t5q4fman04,1,
juno1hykp95lhvllud7qxhujqj3vf6sq4pq4flsea4r,cosmos1hykp95lhvllud7qxhujqj3vf6sq4pq4ffz6xjl,4,
juno1hzrehtpnsvfkmjklh3aeat0rcgkw9md57jedsv,cosmos1hzrehtpnsvfkmjklh3aeat0rcgkw9md5gq6khs,1,
juno1j0jy3w5t9z39wqyh5tx4qavzzrcmt7v8c543pu,cosmos1j0jy3w5t9z39wqyh5tx4qavzzrcmt7v8wxk2xq,15,
juno1j0kknh8l7lfkg4srpmlw8h4k5l7pz8t3f69cym,cosmos1j0kknh8l7lfkg4srpmlw8h4k5l7pz8t3lgxrr8,1,
juno1j0zudhuj2apq30l4ra24njygd58qwjg5xhrg6p,cosmos1j0zudhuj2apq30l4ra24njygd58qwjg5s9qnaa,1,
juno1j24sczdrtcgg8ufuk5lctm94aan2yvxrgmmgf0,cosmos1j24sczdrtcgg8ufuk5lctm94aan2yvxr7fcnwn,11,
juno1j293khpagez8fem400549f6qmd37l7pwy0c2jc,cosmos1j293khpagez8fem400549f6qmd37l7pwjam34y,14,
juno1j29q4d87h33fq5umhctnj23lhsegvnfpy7jpj8,cosmos1j29q4d87h33fq5umhctnj23lhsegvnfpjv364m,6,
juno1j4774xw5ypufelmrknnrw0dcjhgx66qyvr77vg,cosmos1j4774xw5ypufelmrknnrw0dcjhgx66qy63a9t5,16,
juno1j55aqsfez06m6v50u6ph74fvvpzsel87wheydrmcr0t59t6s2qkq2zeqxu,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,15,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1j5cephkjpxqt4dekw0pa0ly6y6pqv8wcrs0u86,cosmos1j5cephkjpxqt4dekw0pa0ly6y6pqv8wc4zv8qx,11,
juno1j5ft99lyd36e5fyp8kh8ze7qcj00relm3ja78t,cosmos1j5ft99lyd36e5fyp8kh8ze7qcj00relm8q79qh,26,
juno1j6kvh5cdkmxlqhwgq9ylzhj25g7ekxnxf3932r,cosmos1j6kvh5cdkmxlqhwgq9ylzhj25g7ekxnxlrx2dl,2,
juno1j747cr4cl4vu5vrngdv5z4w0chnnvm5hdg94m9,cosmos1j747cr4cl4vu5vrngdv5z4w0chnnvm5hm6xwue,12,
juno1j78ctyd2wgfmwt4tyksngdr4y03uen0z0gkghp,cosmos1j78ctyd2wgfmwt4tyksngdr4y03uen0ze64nsa,40,
juno1j7kw5qjcslkvpyup29tm5knx5984t2keefpy9e,cosmos1j7kw5qjcslkvpyup29tm5knx5984t2ke0mzlz9,1,
juno1j84sq0ucjnmgyjvp9ckjpuk4cjyj5s5nttrqyh,cosmos1j84sq0ucjnmgyjvp9ckjpuk4cjyj5s5naeqmrt,9,
juno1j8asspp6g9racskdfndjhxtv5mwdr3t9yl6a30,cosmos1j8asspp6g9racskdfndjhxtv5mwdr3t9jdexkn,2,
juno1j8jenqnmzv8r860660ls6q50m694ay4cgc4svn,cosmos1j8jenqnmzv8r860660ls6q50m694ay4c72ktt0,4,
juno1j8mtvjx92v665fzmuhpg75svrkyqr85wj5zm0s,cosmos1j8mtvjx92v665fzmuhpg75svrkyqr85wyxpqgv,1,
juno1janrtxrjyct444fn4yue0p826mpjfrzz3jxlmy,cosmos1janrtxrjyct444fn4yue0p826mpjfrzz8q9yuc,1,
juno1jc2y74x2pl4aw208f6mws3xcmrl2qg5g6d58ww,cosmos1jc2y74x2pl4aw208f6mws3xcmrl2qg5gvlhufj,6,
juno1jcx2j7jrwyr2r89p6ptjepcpmwmxvvws72lrw0,cosmos1jcx2j7jrwyr2r89p6ptjepcpmwmxvvwsgcucfn,2,
juno1jdgs5sdgukuhgl2psf565ulaqjgrth4r0ffszw,cosmos1jdgs5sdgukuhgl2psf565ulaqjgrth4rem2t9j,18,
juno1jdjqnphlkkw6fh0c66kwqywyqdr2dn224sxh69,cosmos1jdjqnphlkkw6fh0c66kwqywyqdr2dn22rz9vae,4,
juno1jdmfxzpnqqlhjsju3mz7qsgvvdparw5ad8frr3,cosmos1jdmfxzpnqqlhjsju3mz7qsgvvdparw5am42cyd,1,
juno1jdven2lq8nk6n5qzy2xnrylnf4kzwyrmezs0kg,cosmos1jdven2lq8nk6n5qzy2xnrylnf4kzwyrm0sn535,25,
juno1je0qqgy7nfqu8f6wvh8s6nyx59m84cfq98sdak,cosmos1je0qqgy7nfqu8f6wvh8s6nyx59m84cfqn4nk62,11,
juno1je9swtu8q0gw3lupd7747jry2qdgr3d5e2wq35,cosmos1je9swtu8q0gw3lupd7747jry2qdgr3d50cdmkg,12,
juno1jev7zyn0zkln3gtsuprgwwxmrs6shsuxj0zz7x,cosmos1jev7zyn0zkln3gtsuprgwwxmrs6shsuxyapee6,1,
juno1jfc6kfsuyge3r5gzrash37peju9gmuce0h7gskaclsrddwrhn9ast3ck09,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,20,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1jfex205tlj52nszsgce2hazt0aqj00xzhw74ea,cosmos1jfex205tlj52nszsgce2hazt0aqj00xzpuaw7p,1,
juno1jfwp4d5mg93sapd67r4274f8y8tg4xn7z4jkfx,cosmos1jfwp4d5mg93sapd67r4274f8y8tg4xn7583dw6,54,
juno1jgnkjne6yf9u92e0al7qff2w2fpajxl6fy9gaj,cosmos1jgnkjne6yf9u92e0al7qff2w2fpajxl6lkxn6w,37,
juno1jgyp33kykapv24nv5a8r9v5tpqrrsy0nvl3s66,cosmos1jgyp33kykapv24nv5a8r9v5tpqrrsy0n6djtax,4,
juno1jgyty590k5ejhkrnmd8ez52a5nld0pefhvtdvz,cosmos1jgyty590k5ejhkrnmd8ez52a5nld0pefp7gkt7,3,
juno1jht42k4j2l3jyulqegvpz6s0t68r7tvzdxhx3w,cosmos1jht42k4j2l3jyulqegvpz6s0t68r7tvzm55akj,1,
juno1jht5vxftlg8ggf26494f2a406sgzk67nu2wnyh,cosmos1jht5vxftlg8ggf26494f2a406sgzk67n2cdgrt,1,
juno1jhthz76xx4fcgwluq6m3gwwf4ae5cvwf0g9t6l,cosmos1jhthz76xx4fcgwluq6m3gwwf4ae5cvwfe6xsar,2,
juno1jhzv52t9smutgclf25ngjju6q8647a8c54l095,cosmos1jhzv52t9smutgclf25ngjju6q8647a8cz8u5zg,30,
juno1jj9xntqz99u6lqc5l6kzrq4nq6w5v00d3pxq37,cosmos1jj9xntqz99u6lqc5l6kzrq4nq6w5v00d8n9mkz,3,
juno1jjm2p5q4fhk09jdhs5n457auyz2hrhkxe99ctw,cosmos1jjm2p5q4fhk09jdhs5n457auyz2hrhkx0hxrvj,1,
juno1jjvfnekyy78n7xcvhfdqymtmsyg0yzt45klzn9,cosmos1jjvfnekyy78n7xcvhfdqymtmsyg0yzt4zyue5e,13,
juno1jkmp63fey07f5rd2z3y30f307p2nnkfs2vf5ku,cosmos1jkmp63fey07f5rd2z3y30f307p2nnkfsu7203q,4,
juno1jlansk5dzdps0yzm75vry070ugfarkqdfp5eed,cosmos1jlansk5dzdps0yzm75vry070ugfarkqdlnhz73,1,
juno1jlarsemshdeuateg7h7692e3ytzzyvlqlwnync,cosmos1jlarsemshdeuateg7h7692e3ytzzyvlqfusl5y,25,
juno1jlregq93u4wevtpc3tkhqte66r9ux7hq7yakg0,cosmos1jlregq93u4wevtpc3tkhqte66r9ux7hqgk7d0n,16,
juno1jmut8nq43dkafv49kcq0wu4jvx833hk0khpd9r,cosmos1jmut8nq43dkafv49kcq0wu4jvx833hk0q9zkzl,18,
juno1jnersgg05x52a4fsm4caas5n02vcqsxq3z65aw,cosmos1jnersgg05x52a4fsm4caas5n02vcqsxq8se06j,3,
juno1jnp0hww2n5xesqfgxekmmkgs9qxzgzdjwtnfch,cosmos1jnp0hww2n5xesqfgxekmmkgs9qxzgzdjcesjlt,1,
juno1jnvwkunsl26g80p32vy2sqnjrjzky52lpz9kyr,cosmos1jnvwkunsl26g80p32vy2sqnjrjzky52lhsxdrl,1,
juno1jpnl087y0t0vvkh9spyg34enugmlrqa6zzre40,cosmos1jpnl087y0t0vvkh9spyg34enugmlrqa65sqzjn,11,
juno1jpxd6eatnkpw04d6fkzc9n3pmfdx0a35p5z2pq,cosmos1jpxd6eatnkpw04d6fkzc9n3pmfdx0a35hxp3xu,9,
juno1jqdqdgf50kz0rwwk9fvze77wlcmzsx9ylgdt8w,cosmos1jqdqdgf50kz0rwwk9fvze77wlcmzsx9yf6wsqj,4,
juno1jql7v6xjvzx6xmku5a6swv25s03w4nt3qkl809,cosmos1jql7v6xjvzx6xmku5a6swv25s03w4nt3kyuuge,2,
juno1jqmph48vcw3u9cl023922wjlwmc5p2nkqg0sc0,cosmos1jqmph48vcw3u9cl023922wjlwmc5p2nkk6vtln,52,
juno1jqy8p9ze0aps0qsgqe6kjvjaz0ln344stpntz4,cosmos1jqy8p9ze0aps0qsgqe6kjvjaz0ln344sanss9f,42,
juno1jrun9td4ay99zl3umrpgytxrwxxl4ehmp9nm3f,cosmos1jrun9td4ay99zl3umrpgytxrwxxl4ehmhhsqk4,33,
juno1js0nmypuz89raj4fdtgl9qph96e8x376defhlx,cosmos1js0nmypuz89raj4fdtgl9qph96e8x376mt2vc6,2,
juno1js4f9mnjastquhcnpq32yzrlj2da3ygc45a0pp,cosmos1js4f9mnjastquhcnpq32yzrlj2da3ygcrx75xa,1,
juno1jsx9sk2pj0yfsg73hy27k3tnl7scwyss9v8c5r,cosmos1jsx9sk2pj0yfsg73hy27k3tnl7scwyssn7yrnl,40,
juno1jug6azkcx407t50556gztxwtszxxdmzreuqqrl,cosmos1jug6azkcx407t50556gztxwtszxxdmzr0wrmyr,2,
juno1jur6jy8gsg4ynjlazjndp4uae4k0977nh5x85g,cosmos1jur6jy8gsg4ynjlazjndp4uae4k0977npx9un5,1,
juno1jurgtpheq6sw59pm2mx8sgm8xtq020cyfencjr,cosmos1jurgtpheq6sw59pm2mx8sgm8xtq020cyltsr4l,4,
juno1juskw0hae7e0stnwmsl8hc2t7gd9yxuug3q7uk,cosmos1juskw0hae7e0stnwmsl8hc2t7gd9yxuu7rr9m2,3,
juno1juvszu9qk4y7smxcdu8fglpfr0skklgp2mkszh,cosmos1juvszu9qk4y7smxcdu8fglpfr0skklgpuf4t9t,2,
juno1jvsx2wrlafm97xdzhffng63vcamdeqn94g3gm9,cosmos1jvsx2wrlafm97xdzhffng63vcamdeqn9r6jnue,8,
juno1jyl4w7av5y9fpdnf3aa7jdyq9c94z0n67hcu8g,cosmos1jyl4w7av5y9fpdnf3aa7jdyq9c94z0n6g9m8q5,13,
juno1jywu9q4sny6nvddeu5ngzr8gsl2yddyry5xlff,cosmos1jywu9q4sny6nvddeu5ngzr8gsl2yddyrjx9yw4,43,
juno1jyxh7rezg2c944qmjktewpeskh0nh3tuhkefa0,cosmos1jyxh7rezg2c944qmjktewpeskh0nh3tupy6j6n,4,
juno1k2nspyvjnwrxtnwpadmcjxp0wpw79pvhj8g9h2,cosmos1k2nspyvjnwrxtnwpadmcjxp0wpw79pvhy4t7sk,1,
juno1k3q4pspz7uegl0vsy9rgl2nhj3668e6t47d7nv,cosmos1k3q4pspz7uegl0vsy9rgl2nhj3668e6trvw95s,1,
juno1k4rntreks2z3l90j0dan6az4aearjf4h8ngjm7,cosmos1k4rntreks2z3l90j0dan6az4aearjf4h3ptfuz,33,
juno1k4s67yq4utyd06u8w8jzf4w8wxq46ct3thxjm5,cosmos1k4s67yq4utyd06u8w8jzf4w8wxq46ct3a99fug,2,
juno1k506k73lfxnyhuctv3zzse4xlr0xqznj324602,cosmos1k506k73lfxnyhuctv3zzse4xlr0xqznj8ckpgk,98,
juno1k5j749z2sr0qz7sw32cxjce0mhsrt0lr848rph,cosmos1k5j749z2sr0qz7sw32cxjce0mhsrt0lr38ycxt,2,
juno1k5ng4222wprh8qc37d8aspw8lcljn8vdfhxt5l,cosmos1k5ng4222wprh8qc37d8aspw8lcljn8vdl99snr,2,
juno1k6sp0y0nv9pm538ewdah8tl2h9gc03c2j8rp4u,cosmos1k6sp0y0nv9pm538ewdah8tl2h9gc03c2y4q6jq,6,
juno1k6ynkc5a2wj5jmpcvv0ew7u9ywqf2ehy56ewzl,cosmos1k6ynkc5a2wj5jmpcvv0ew7u9ywqf2ehyzg649r,10,
juno1k7cgwcjexnzureacrfc62q9p9xj0sy368hpfpg,cosmos1k7cgwcjexnzureacrfc62q9p9xj0sy3639zjx5,1,
juno1k7mqcek6meuuyt7jzrefkddkrd9kth4kwvfhx3,cosmos1k7mqcek6meuuyt7jzrefkddkrd9kth4kc72vpd,1,
juno1k7pq3rs2lpx9dfmj5ery7ax76cfddhm3gyrzah,cosmos1k7pq3rs2lpx9dfmj5ery7ax76cfddhm37kqe6t,1,
juno1k7rlrlh7y8e0gafl4vkku34p62twln7apjcand,cosmos1k7rlrlh7y8e0gafl4vkku34p62twln7ahqmx53,1,
juno1k7tjx4vf9qxe9njt53a70ragrq8k2kjqts9gyu,cosmos1k7tjx4vf9qxe9njt53a70ragrq8k2kjqazxnrq,10,
juno1k7v7v0fjf244p6sll8ck9zh7d3l3w4qte0jfwe,cosmos1k7v7v0fjf244p6sll8ck9zh7d3l3w4qt0a3jf9,25,
juno1k8g0vlfmctyqtwahrxhudksz7rgrm6nse0zll0,cosmos1k8g0vlfmctyqtwahrxhudksz7rgrm6ns0apycn,9,
juno1k8kgxu7y33t7ygmw0pnp6kz8r4lmmjwxnl05xw,cosmos1k8kgxu7y33t7ygmw0pnp6kz8r4lmmjwx9dv0pj,11,
juno1k8nxjstqz5rkfsdj2wzzjh8revzj3kw7eqdmgj,cosmos1k8nxjstqz5rkfsdj2wzzjh8revzj3kw70jwq0w,1,
juno1k9jq2mguztje2q484k43ua79hetnxj585qjf7n,cosmos1k9jq2mguztje2q484k43ua79hetnxj58zj3je0,2,
juno1kacay4nmuwq8jelturrkrmgdftc6zgrag5arda,cosmos1kacay4nmuwq8jelturrkrmgdftc6zgra7x7c2p,11,
juno1kacj7uutqqq6pwndf79j36krwq22rctj07eykn,cosmos1kacj7uutqqq6pwndf79j36krwq22rctjev6l30,185,
juno1kaem9y5vkd5hw3tx0gt8gzf937pzu0w55x6u3d,cosmos1kaem9y5vkd5hw3tx0gt8gzf937pzu0w5z5e8k3,91,
juno1kau82zrz5y97jnu4q6s36evudaw80f8fypgy99,cosmos1kau82zrz5y97jnu4q6s36evudaw80f8fjntlze,183,
juno1kcv5cc6vnju00zmfls5d0ku6gpr30acckkp76e,cosmos1kcv5cc6vnju00zmfls5d0ku6gpr30accqyz9a9,66,
juno1kdjtummkswushta8n4tnvz5dv0j4rj7x8gmstp,cosmos1kdjtummkswushta8n4tnvz5dv0j4rj7x36ctva,1,
juno1kfjjjp4v3r2a0un976922km72nqku5exdm40xy,cosmos1kfjjjp4v3r2a0un976922km72nqku5exmfk5pc,5,
juno1kgfdzqlr69dtq067q2qkhy4h9dadhp8r3my2qe,cosmos1kgfdzqlr69dtq067q2qkhy4h9dadhp8r8f8389,24,
juno1kghfutamtxxhwnf5xkw5aflx42clt36mw0vj3v,cosmos1kghfutamtxxhwnf5xkw5aflx42clt36mca0fks,2,
juno1kgs7m2j85239cqww9ygxm6zx75vdqn39wjtegd,cosmos1kgs7m2j85239cqww9ygxm6zx75vdqn39cqgz03,36,
juno1kk2x6dt76q90wf56eyjjmpk3kr6fmz7jvlcqyk,cosmos1kk2x6dt76q90wf56eyjjmpk3kr6fmz7j6dmmr2,1,
juno1kkaryts8yf99xjdytec467lgm8zjekx0e2dtnn,cosmos1kkaryts8yf99xjdytec467lgm8zjekx00cws50,1,
juno1klt3y5n3xqcvk5a48n60f9grt7l2l4m46wlg3d,cosmos1klt3y5n3xqcvk5a48n60f9grt7l2l4m4vuunk3,2,
juno1kmtnee7hn2fxu4pw7crwk7dccf96dzq27q3xe2,cosmos1kmtnee7hn2fxu4pw7crwk7dccf96dzq2gjja7k,1,
juno1kp2pee97vcczw4ghveest5ezy6xm80dhmy9kr8,cosmos1kp2pee97vcczw4ghveest5ezy6xm80dhdkxdym,2,
juno1kpcs2xqmz2wcvacp0zt3n8eeyhvrcs92j06rn0,cosmos1kpcs2xqmz2wcvacp0zt3n8eeyhvrcs92yaec5n,48,
juno1kqgny5jvqwlpetdn4gkwnpxnp36lakx956pk3k,cosmos1kqgny5jvqwlpetdn4gkwnpxnp36lakx9zgzdk2,3,
juno1kqzfzpzja4jerjxpqadyq0vdf750ku9u6y3jfv,cosmos1kqzfzpzja4jerjxpqadyq0vdf750ku9uvkjfws,1,
juno1krevt829jzkeavw3c2jdprlxflsqxtgx8npz7r,cosmos1krevt829jzkeavw3c2jdprlxflsqxtgx3pzeel,1,
juno1krs9xakfe9fyrgpzn0vlu85n6z4vkvslyvfpc0,cosmos1krs9xakfe9fyrgpzn0vlu85n6z4vkvslj726ln,3,
juno1ks2z0xl2dczwlavfyk24v36xhl9jx3xg788l7s,cosmos1ks2z0xl2dczwlavfyk24v36xhl9jx3xgg4yyev,31,
juno1ksjt366sejgfttuvgk48lll2gk7q0v223v4lgr,cosmos1ksjt366sejgfttuvgk48lll2gk7q0v2287ky0l,8,
juno1ksvl2rch9arkmhwwe8uh80ghry03307qv835q8,cosmos1ksvl2rch9arkmhwwe8uh80ghry03307q64j08m,10,
juno1ktjl56ug7dweaq6ml8pl685eymaf2a4xfcw02y,cosmos1ktjl56ug7dweaq6ml8pl685eymaf2a4xl2d5dc,15,
juno1ktsvmevqaf0cht6j4uf4n9xmywzwecdwhsw5qs,cosmos1ktsvmevqaf0cht6j4uf4n9xmywzwecdwpzd08v,4,
juno1kv99g9tghvd8x8ph9t54q0v87stewqnl6c83ma,cosmos1kv99g9tghvd8x8ph9t54q0v87stewqnlv2y2up,1,
juno1kvg8medh838ec94gxdkf6ckedx77l8ftwd9lc8,cosmos1kvg8medh838ec94gxdkf6ckedx77l8ftclxylm,4,
juno1kvuhx0709c48c75x4mlaex7a8awgz2xxckpptg,cosmos1kvuhx0709c48c75x4mlaex7a8awgz2xxwyz6v5,4,
juno1kx0ae6pr63yhcgxjntfq7sjq7s3z6dngyxy8mm,cosmos1kx0ae6pr63yhcgxjntfq7sjq7s3z6dngj58uu8,208,
juno1kx7thfrckzptqvqw63wu2tnqvvw8tn7vq667wp,cosmos1kx7thfrckzptqvqw63wu2tnqvvw8tn7vkge9fa,35,
juno1kyulevnv2epxqf7j9yqtla0d854dpse4jagh8l,cosmos1kyulevnv2epxqf7j9yqtla0d854dpse4y0tvqr,3,
juno1kz4qsktcplfkcwcpyqhurlchrwxge3srql7nnurexw9zt6v4qsvslchuqx,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,15,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1kz9a3m46sxert8w2s243mkrkrmhrvf3lf5yl3m,cosmos1kz9a3m46sxert8w2s243mkrkrmhrvf3llx8yk8,1,
juno1kzgttlvuccvrwfhuarvj0mymdl6xl9d544730h,cosmos1kzgttlvuccvrwfhuarvj0mymdl6xl9d5r8a2gt,100,
juno1l07lhprfe5jlhtpnk9hnrayvcc6ymuaxy74vk8,cosmos1l07lhprfe5jlhtpnk9hnrayvcc6ymuaxjvkh3m,4,
juno1l08d2h8ln5vw549nnmcky866lgk9yqj2y8mgga,cosmos1l08d2h8ln5vw549nnmcky866lgk9yqj2j4cn0p,50,
juno1l0dhr9fn0lgluk0ktzuv2tn7ukyru0et6x33u7,cosmos1l0dhr9fn0lgluk0ktzuv2tn7ukyru0etv5j2mz,1,
juno1l0wkvy9av8t3xru98jyhcsyzledykfkychzqxk,cosmos1l0wkvy9av8t3xru98jyhcsyzledykfkyw9pmp2,4,
juno1l0zae9n2dejpk6ays9v4zc8vqmtpnk8f8lkc2r,cosmos1l0zae9n2dejpk6ays9v4zc8vqmtpnk8f3d4rdl,1,
juno1l2ecc2gplvtuces5mxzz5p7pnfl34hx2g78kuw,cosmos1l2ecc2gplvtuces5mxzz5p7pnfl34hx27vydmj,13,
juno1l2mzhl5048zj8nlpfxd3jcm5yztu3rcu47at9p,cosmos1l2mzhl5048zj8nlpfxd3jcm5yztu3rcurv7sza,1,
juno1l2pu66w328g2jsme4xxarpxlg65yz5sdywqhgr,cosmos1l2pu66w328g2jsme4xxarpxlg65yz5sdjurv0l,2,
juno1l4qavemxen20q36rmqqnsz00u82pyye628vpcw,cosmos1l4qavemxen20q36rmqqnsz00u82pyye6u406lj,1,
juno1l4smq6k4txwvg0vax6h9wnn0anuq568st6glts,cosmos1l4smq6k4txwvg0vax6h9wnn0anuq568sagtyvv,18,
juno1l50xgw8fccuscvtnjmvyutxadryglfplysezu0,cosmos1l50xgw8fccuscvtnjmvyutxadryglfpljz6emn,3,
juno1l5fl0x0mz0euezyyww846ufs4znlw9cy5ch9sx,cosmos1l5fl0x0mz0euezyyww846ufs4znlw9cyz257h6,54,
juno1l6knzkxty0cwku70fczj6pze7egce4yr7n7jyx,cosmos1l6knzkxty0cwku70fczj6pze7egce4yrgpafr6,1,
juno1l6y25dxyhnzcpm0sgkknelpmtfn9nw5uqtgztm,cosmos1l6y25dxyhnzcpm0sgkknelpmtfn9nw5uketev8,2,
juno1l70vj9a43mlx6rch80njne7xzz2fykgazzlq57,cosmos1l70vj9a43mlx6rch80njne7xzz2fykga5sumnz,1,
juno1l7jdfh5ze7dzzyextvvk445dr9wy43qsne96vz,cosmos1l7jdfh5ze7dzzyextvvk445dr9wy43qs9txpt7,23,
juno1l7yr926vfmmwd53d5r4nlwuj0tt8m9ghjlertt,cosmos1l7yr926vfmmwd53d5r4nlwuj0tt8m9ghyd6cvh,3,
juno1l8adtfu6ajfz4la4vqphrksu87rcgp37v99463,cosmos1l8adtfu6ajfz4la4vqphrksu87rcgp376hxwad,7,
juno1l9ach9s8gceyk8jt8k3qt0s6mthjp98kggfa8c,cosmos1l9ach9s8gceyk8jt8k3qt0s6mthjp98k762xqy,6,
juno1la26dvu4naqr33zzy4pp5vv2qgx35qt5e48a67,cosmos1la26dvu4naqr33zzy4pp5vv2qgx35qt508yxaz,10,
juno1lagj62kqfqae5rg4j2w024yp82dflqup4k6r4m,cosmos1lagj62kqfqae5rg4j2w024yp82dflqupryecj8,1,
juno1lasmttscd4s24fm4u24avmnywydkqk449l3hrm,cosmos1lasmttscd4s24fm4u24avmnywydkqk44ndjvy8,6,
juno1latl29ql8mzdguh2c23r567e6ynxdp978f30up9stkz22zy8dffsdqytr9,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,56,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1lc6qf3ywwcje9rfm4hknpasyx4rcmeeu8af5k4,cosmos1lc6qf3ywwcje9rfm4hknpasyx4rcmeeu30203f,6,
juno1ld523wkx9p4q6qe8mqn9ej9vel4c9ny9l28l4h,cosmos1ld523wkx9p4q6qe8mqn9ej9vel4c9ny9fcyyjt,1,
juno1le5qfevan4xmls4ft0l0tr3lhmnxrn66rqkmf4k9rnx3yx0p8s2qrdw0e5,cosmos1nxxz937qd6zqxllwplydy6hts97c4amaqj8jxa57nsme3dmckk4s3mqujr,5,"Smart-contract/module source address; RESP routed to the new Reputation SubDAO treasury, not to the contract address."
juno1lem94tax97sl2e8efrvaxn4sx5k3npf7jsc3ms,cosmos1lem94tax97sl2e8efrvaxn4sx5k3npf7yzm2uv,4,
juno1lf59k2ady40pfu9wuht68vkrqu9z27xh33ngcv,cosmos1lf59k2ady40pfu9wuht68vkrqu9z27xh8rsnls,4,
juno1lf5rcts496q8p3ysdgp04py3hg4e3pd4zvrw7n,cosmos1lf5rcts496q8p3ysdgp04py3hg4e3pd457q4e0,7,
juno1lfnhfumkghshexewar7kvmc7ff63sz0jzgtvy9,cosmos1lfnhfumkghshexewar7kvmc7ff63sz0j56ghre,24,
